Race Date,Race Discipline,Race Category,Race Gender,Race Class,Age,Rider Place,Rider License #,First name,Last name,Time,Team
07/08/2017,Criterium,Masters,Men,,35-39,1,41001,Forest,Reid,1:13:21,HUP United
07/08/2017,Criterium,Masters,Men,,45-49,1,262154,Theodor,Schnaufer,1:13:12,Livingston Cycling Club
07/08/2017,Criterium,Masters,Men,,45-49,2,284362,David,Hansen,1:13:12,Empire Brewing/Syracuse Bicycles
07/08/2017,Criterium,Masters,Men,,45-49,3,286915,Andrew,Williams,1:13:13,THS Cycling
07/08/2017,Criterium,Masters,Men,,45-49,4,178703,Noel,Bonk,1 Lap,BonkWerx
07/08/2017,Criterium,Masters,Men,,45-49,5,181712,Gregory,Drumm,1 Lap,Empire Brewing - Syracuse Bicycle
07/08/2017,Criterium,Masters,Men,,45-49,6,95725,Gregory,Low,1 Lap,BonkWerx
07/08/2017,Criterium,Masters,Men,,45-49,7,214701,Bryan,Blake,1 Lap,Team 2 Cycling
07/08/2017,Criterium,Masters,Men,,55-59,1,59858,Jim,van Leer,48:48.7,FLCC / Swan Cycles / Chris' Cookies
07/08/2017,Criterium,Masters,Men,,55-59,2,345510,Marc,Kingsley,48:51.1,CNYC/NYCM Insurance
07/08/2017,Criterium,Masters,Men,,65-69,1,211211,Mark,McCarthy,48:47.1,PITTSFORD PAINTING/TREK/TOWPATH BIKE
07/08/2017,Criterium,Masters,Men,,65-69,2,58474,JOHN,HAWLEY,48:52.1,syracuse bicycle
07/08/2017,Criterium,Masters,Men,,65-69,3,244161,Tim,Riley,48:57.9,MVBC - Mohawk Valley Bicycling Club
07/08/2017,Criterium,Masters,Men,,65-69,4,0,robert,vidulich,49:27.8,CNY TRI Club
07/08/2017,Criterium,Juniors,Men,,15-18,1,523237,Michael,Samul,54:29.9,
07/08/2017,Criterium,Cat 1/2/3,Men,,,1,272704,Julian,Georg,1:12:14,Syracuse University
07/08/2017,Criterium,Cat 1/2/3,Men,,,2,224432,John,Hunter,1:12:15,Nalgene / Borah Teamwear Cycling
07/08/2017,Criterium,Cat 1/2/3,Men,,,3,371518,Christopher,Welch,1:12:16,Killington Mountain School
07/08/2017,Criterium,Cat 1/2/3,Men,,,4,0,Scott,Elliott,1:12:17,Midweek Cycling Club
07/08/2017,Criterium,Cat 1/2/3,Men,,,5,63754,Scott,Hannan,1 Lap,Atlas Cycling Team
07/08/2017,Criterium,Cat 1/2/3,Men,,,6,56580,Timothy,O'Shea,1 Lap,
07/08/2017,Criterium,Cat 1/2/3,Men,,,7,515531,Warren,Shiau,1 Lap,Midweek Cycling Club
07/08/2017,Criterium,Cat 1/2/3,Men,,,8,189067,William,Nicholson,1 Lap,Atlas Cycling Team
07/08/2017,Criterium,Cat 1/2/3,Men,,,9,317582,Randy,Hadzor,1 Lap,Mello Velo Racing p/b Variety Studios
07/08/2017,Criterium,Cat 1/2/3,Men,,,10,359639,Adam,Kellerson,1 Lap,Atlas Cycling Team
07/08/2017,Criterium,Cat 1/2/3,Men,,,11,360311,Jason,Quagliata,1 Lap,CycleweRx of Rochester / GVCC
07/08/2017,Criterium,Cat 1/2/3,Men,,,12,7509,John,Compton,1 Lap,Atlas Cycling Team
07/08/2017,Criterium,Cat 1/2/3,Men,,,13,181168,benjamin,webster,2 Lap,THS Cycling
07/08/2017,Criterium,Cat 5,Men,35 & Under,,1,0,Anthony,Campagna,54:03.7,TRS Racing
07/08/2017,Criterium,Cat 5,Men,35 & Under,,2,517190,Paul,Sims,54:03.9,EFPR Group - TREK
07/08/2017,Criterium,Cat 5,Men,35 & Under,,3,515974,Samuel,Morse,54:09.9,
07/08/2017,Criterium,Cat 5,Men,35 & Under,,4,531632,Adam,Ruszkowski,54:16.3,BonkWerx
07/08/2017,Criterium,Cat 5,Men,35+,,1,504669,Michael,Morris,48:47.5,Team Bike Loft East
07/08/2017,Criterium,Cat 5,Men,35+,,2,69959,Scott,Somers,48:48.7,Team 2 Cycling
07/08/2017,Criterium,Cat 5,Men,35+,,3,434692,Ben,Rabin,48:49.6,Syracuse Bicycle Racing Team - Rabin Law Firm
07/08/2017,Criterium,Cat 5,Men,35+,,4,349058,Ron,Molinari,48:50.4,
07/08/2017,Criterium,Cat 5,Men,35+,,5,394710,Ted,Volkomer,48:50.7,
07/08/2017,Criterium,Cat 5,Men,35+,,6,443534,Daniel,Deemer,48:50.9,Syracuse Bicycle Race Team
07/08/2017,Criterium,Cat 5,Men,35+,,7,534297,Brian,Furgala,48:51.0,
07/08/2017,Criterium,Cat 5,Men,35+,,8,443390,Rob,Chimento,48:52.5,Syracuse Bicycle Race Team
07/08/2017,Criterium,Cat 5,Men,35+,,9,493260,Joseph,Sims,48:54.5,EFPR Group - TREK
07/08/2017,Criterium,Cat 5,Men,35+,,10,470937,Justin,Frontuto,48:59.6,Empire Brewing-Syracuse Bicycle
07/08/2017,Criterium,Cat 5,Men,35+,,11,529270,william,greene,,pittsford painting and home improvement and Towpath
07/08/2017,Criterium,Cat 5,Men,35+,,12,443407,Andrew,Hinman,,
07/08/2017,Criterium,Cat 5,Men,35+,,13,0,Scott,Higby,,
07/08/2017,Criterium,Cat 5,Men,35+,,14,0,Ryan,Thompson,,
07/08/2017,Criterium,Cat 4,Men,,,1,400392,Scott,Stewart,1:11:35,Syracuse Bicycle Race Team
07/08/2017,Criterium,Cat 4,Men,,,2,500157,Mark,Machell,1:11:35,Team Tom's Bicycles p/b Topeca
07/08/2017,Criterium,Cat 4,Men,,,3,338686,Troy,Rutherford,1:11:39,Premium Mortgage Cycling Team
07/08/2017,Criterium,Cat 4,Men,,,4,332292,Christopher,Battles,1:11:39,Ride Oswego County
07/08/2017,Criterium,Cat 4,Men,,,5,58870,Harold,Peeling,1:11:43,THS Cycling
07/08/2017,Criterium,Cat 4,Men,,,6,252701,Phillip,McCarthy,1:11:50,Pointway Performance - Syracuse Bicycle
07/08/2017,Criterium,Cat 4,Men,,,7,439175,Michael,Smith,1:11:51,
07/08/2017,Criterium,Cat 4,Men,,,8,318134,Brad,Helmetsie,1:11:52,THS Cycling
07/08/2017,Criterium,Cat 4,Men,,,9,378740,Stephen,VanNostrand,1:11:52,Once Again Nut Butter Multi Sport Racing/LCC
