Race Date,Race Discipline,Race Category,Race Gender,Race Class,Age,Rider Place,Rider License #,First name,Last name,Time,Team
09/27/2014,Individual Time Trial,Cat C,Men,Collegiate,,1,390069,Sullivan,VanWay,0:21:29,LSU
09/27/2014,Individual Time Trial,Cat C,Men,Collegiate,,2,414387,Terry,Johnson,0:23:10,UNT
09/27/2014,Individual Time Trial,Cat C,Men,Collegiate,,3,0,Ryan,Mays,0:25:15,TSU
09/27/2014,Individual Time Trial,Cat C,Men,Collegiate,,4,449186,Carter,Baker,0:25:16,UTA
09/27/2014,Individual Time Trial,Cat C,Men,Collegiate,,5,0,Austin,Whittington,0:28:06,UNT
09/27/2014,Individual Time Trial,Cat C,Men,Collegiate,,6,268710,David,Coleman,0:35:17,TSU
09/27/2014,Individual Time Trial,Cat C,Men,Collegiate,,7,443917,Barrett,Yeager,0:37:58,UTA
09/27/2014,Individual Time Trial,Cat C,Men,Collegiate,,8,453978,Eric,Parks,0:43:13,TTU
09/27/2014,Individual Time Trial,Cat C,Men,Collegiate,,9,454338,Robert,Chrostowski,0:59:16,A&M
09/27/2014,Individual Time Trial,Cat C,Men,Collegiate,,10,414619,John,Lewis,1:23:03,Baylor
09/27/2014,Individual Time Trial,Cat C,Men,Collegiate,,DNS,415275,Emmitt,Smith,,Baylor
09/27/2014,Individual Time Trial,Cat C,Men,Collegiate,,DNF,454728,Joshua,Tremblay,,A&M
09/27/2014,Individual Time Trial,Cat C,Men,Collegiate,,DNF,454512,Clayton,Niemietz,,A&M
09/27/2014,Individual Time Trial,Cat B,Men,Collegiate,,1,308456,Jonah,Boatman,0:18:54,TTU
09/27/2014,Individual Time Trial,Cat B,Men,Collegiate,,2,345076,Michael,Stivers,0:22:03,A&M
09/27/2014,Individual Time Trial,Cat A,Men,Collegiate,,1,388389,Josh,Sutherlin,0:20:12,A&M
09/27/2014,Individual Time Trial,Cat A,Men,Collegiate,,2,389728,Robert,Talley,0:20:29,TTU
09/27/2014,Individual Time Trial,Cat A,Men,Collegiate,,3,360754,Grayson,Meek,0:21:24,Baylor
09/27/2014,Individual Time Trial,Cat A,Men,Collegiate,,4,358962,Jeffrey,Nagy,0:23:05,UTA
09/27/2014,Individual Time Trial,Cat B,Women,Collegiate,,1,454796,Renee,Swischuk,0:35:06,A&M
09/27/2014,Individual Time Trial,Cat B,Women,Collegiate,,2,448232,Marcelle,Morrison,1:34:33,Baylor
09/27/2014,Individual Time Trial,Cat A,Women,Collegiate,,1,377033,Brittany,Parffrey,0:22:55,UTSA
09/27/2014,Individual Time Trial,Cat A,Women,Collegiate,,2,414751,Lauren,Griffith,0:26:31,UT Austin
09/27/2014,Individual Time Trial,Cat A,Women,Collegiate,,3,414740,Andrea,Tabb,0:28:27,Baylor
