Race Date,Race Discipline,Race Category,Race Gender,Race Class,Age,Rider Place,Rider License #,First name,Last name,Time,Team
06/26/2005,Cross Country,SP,Men,Junior,1-14,1,0,CORY,STANGE,37:24.9,TEAM REVOLUTION
06/26/2005,Cross Country,SP,Men,Junior,1-14,2,0,RYAN,RIVAMONTE,38:20.7,TEAM RIVAMONTE
06/26/2005,Cross Country,SP,Men,Junior,1-14,3,0,RAFAEL,KRONENBERG,53:49.2,CANNONDALE MIDWEST
06/26/2005,Cross Country,SP,Men,Junior,15-18,1,0,BLAINE,BENSON,40:20.3,YOUTH CYCLING
06/26/2005,Cross Country,SP,Men,Junior,15-18,2,0,BRENT,STEINBERG,43:11.2,
06/26/2005,Cross Country,SP,Men,Junior,15-18,3,0,CHRIS,UBERTI,48:26.7,TEAM JAMMIN'
06/26/2005,Cross Country,SP,Men,Junior,15-18,4,0,COREY,ZWEGERS,19:01.4,
06/26/2005,Cross Country,SP,Men,Junior,15-18,DNF,0,CAMERON,HOLLIS,,
06/26/2005,Cross Country,SP,Men,Senior,19-29,1,0,BROOKS,GREENWAY,44:00.9,TEAM FORD
06/26/2005,Cross Country,SP,Men,Senior,19-29,2,0,JUSTIN,TODD,49:57.8,
06/26/2005,Cross Country,SP,Men,Senior,19-29,3,0,KYLE,TABOR,56:59.7,TEAM SANDBAG
06/26/2005,Cross Country,SP,Men,Senior,19-29,4,0,PAUL,SANTINI,03:17.1,MAXXIS
06/26/2005,Cross Country,SP,Men,Senior,19-29,DNF,0,DONALD,CUMMING,,MAINSTREET BICYCLES
06/26/2005,Cross Country,SP,Men,Senior,19-29,DNF,0,BRIEN,ECKART,,FREE
06/26/2005,Cross Country,SP,Men,Senior,19-29,DNF,0,MATT,MAXIMOFF,,THE SHOP
06/26/2005,Cross Country,SP,Men,Senior,19-29,DNF,0,RYAN,ARTHUR,,THE SHOP
06/26/2005,Cross Country,SP,Men,Master,30-34,1,0,ANTHONY,DERUBEIS,43:48.1,
06/26/2005,Cross Country,SP,Men,Master,30-34,2,0,GRAHAM,SMITH,50:40.9,PAINT CREEK BICYCLES
06/26/2005,Cross Country,SP,Men,Master,30-34,3,0,HARVEY,SANTANA,58:22.8,TRAILS EDGE
06/26/2005,Cross Country,SP,Men,Master,30-34,4,0,TIM,MCMAHAN,59:34.3,
06/26/2005,Cross Country,SP,Men,Master,30-34,5,0,MARK,FIEDLER,02:21.2,NO REGRETS
06/26/2005,Cross Country,SP,Men,Master,30-34,6,0,CHRIS,BURNETT,21:22.5,KONA MIDWEST RACING
06/26/2005,Cross Country,SP,Men,Master,30-34,DNF,0,VANCE,NALL,,
06/26/2005,Cross Country,SP,Men,Master,35-39,1,0,BRENT,ROHRS,36:44.2,TEAM FORD
06/26/2005,Cross Country,SP,Men,Master,35-39,2,0,UWE,FRITSCHE,36:44.5,
06/26/2005,Cross Country,SP,Men,Master,35-39,3,0,TODD,BYRD,39:43.2,
06/26/2005,Cross Country,SP,Men,Master,35-39,4,0,MIKE,BLISS,40:24.1,PAINT CREEK BICYCLES
06/26/2005,Cross Country,SP,Men,Master,35-39,5,0,CRAIG,JUNKIN,49:03.6,PAINT CREEK BICYCLES
06/26/2005,Cross Country,SP,Men,Master,35-39,6,0,JIM,LEWERENZ,49:34.1,LEWERENZ MEDICAL
06/26/2005,Cross Country,SP,Men,Master,35-39,7,0,MATT,VOGEL,49:45.5,
06/26/2005,Cross Country,SP,Men,Master,35-39,8,0,STEVE,BITLER,51:27.6,
06/26/2005,Cross Country,SP,Men,Master,35-39,9,0,SCOTT,WARTHMAN,06:54.4,WOLVERINE SPORT CLUB
06/26/2005,Cross Country,SP,Men,Master,35-39,10,0,DARRELL,YATICH,35:54.2,
